@relation RacketSports_channel_1

@attribute channel_1_0 numeric
@attribute channel_1_1 numeric
@attribute channel_1_2 numeric
@attribute channel_1_3 numeric
@attribute channel_1_4 numeric
@attribute channel_1_5 numeric
@attribute channel_1_6 numeric
@attribute channel_1_7 numeric
@attribute channel_1_8 numeric
@attribute channel_1_9 numeric
@attribute channel_1_10 numeric
@attribute channel_1_11 numeric
@attribute channel_1_12 numeric
@attribute channel_1_13 numeric
@attribute channel_1_14 numeric
@attribute channel_1_15 numeric
@attribute channel_1_16 numeric
@attribute channel_1_17 numeric
@attribute channel_1_18 numeric
@attribute channel_1_19 numeric
@attribute channel_1_20 numeric
@attribute channel_1_21 numeric
@attribute channel_1_22 numeric
@attribute channel_1_23 numeric
@attribute channel_1_24 numeric
@attribute channel_1_25 numeric
@attribute channel_1_26 numeric
@attribute channel_1_27 numeric
@attribute channel_1_28 numeric
@attribute channel_1_29 numeric
@attribute activity {Badminton_Smash,Badminton_Clear,Squash_ForehandBoast,Squash_BackhandBoast}

@data
0.268223,0.088596,-0.953149,-1.344175,0.197503,4.143355,3.463934,0.289587,-0.063034,0.35563,2.322007,-13.589606,-11.883781,17.186039,-7.376517,10.132304,-4.420093,0.77321,5.358715,3.092631,0.457418,1.67359,4.545597,1.758356,1.758356,0.544843,0.544843,0.544843,0.544843,0.544843,Badminton_Smash
0.281542,-1.483576,-5.083115,-5.083115,-2.741396,-1.829423,-2.960358,-2.896948,-8.730812,-0.021573,5.574645,0.013657,18.229189,10.690425,10.528167,-11.093731,-16.934986,-0.759697,0.318491,0.318491,0.318491,0.318491,0.318491,0.318491,1.252621,0.897083,1.552254,1.407664,6.326525,0.558465,Badminton_Smash
-0.25774,2.160782,1.390455,1.390455,1.390455,-0.889056,2.893277,-3.791857,-2.880215,0.021286,-5.409156,-5.52537,0.665303,-0.177817,-5.879606,-6.114826,-3.691793,-4.387286,-7.397826,17.052399,-14.932951,10.317239,-5.661956,-0.868849,-1.077517,-5.303624,-11.107103,-3.82714,-4.183728,-2.866801,Badminton_Smash
-0.151634,0.168659,-0.075673,-0.25052,0.344038,0.344038,3.156906,1.816911,2.992245,0.690559,-0.697008,5.007207,5.007207,-12.344267,19.693151,19.693151,14.149328,1.444302,-2.094874,-2.297034,3.587836,4.810643,2.543645,4.936756,-0.062617,-0.213083,1.474219,-0.457323,-0.798886,-0.798886,Badminton_Smash
0.79945,-2.80367,-3.093719,-1.686749,-7.628262,10.361725,-3.068655,3.168228,13.310918,-25.629444,4.881329,-21.37853,4.214231,0.473232,1.701462,0.821225,0.821225,2.739904,0.850601,-1.941382,-1.941382,-0.034185,0.649622,-0.035065,0.85376,0.85376,-0.646884,-0.042572,-3.147405,0.043587,Badminton_Smash
-0.293266,-3.312696,-3.312696,-1.295882,-11.075439,-11.075439,15.234272,-8.774008,-3.284995,3.898578,-3.043333,-3.043333,-10.622767,-10.622767,2.244285,9.464298,11.561804,4.437506,1.300076,-1.85426,-4.200317,-2.671745,1.550295,3.040492,5.583414,3.756137,2.27912,1.41248,-3.128325,-5.048734,Badminton_Smash
0.64144,-0.054427,-0.054427,0.933131,3.729604,1.170206,1.250819,7.369319,-5.444871,-6.143434,-1.663439,2.410537,-11.157127,-7.186458,-2.160166,-12.765662,15.066431,21.160849,3.102817,3.102438,9.677739,-6.71121,-6.71121,-7.85871,-8.511545,-2.860288,1.526169,-6.040927,-6.040927,1.439381,Badminton_Smash
0.248391,-1.68621,-1.68621,-2.718822,-2.440167,-0.544619,-4.210964,-15.471676,-7.055565,7.101005,-2.381414,19.080309,14.634581,10.492067,-18.03473,1.064986,-2.013305,-0.856802,-4.852053,-4.83871,0.36996,1.226606,3.125479,4.02539,1.685383,1.685383,1.685383,1.685383,1.685383,-9.317251,Badminton_Smash
1.219551,3.12829,1.742847,1.742847,-13.948845,0.741199,4.970295,-11.313982,-4.228796,-0.424974,-7.828006,-6.786726,-7.51496,-0.894147,3.889882,13.314396,22.01404,-16.902538,6.955543,12.50173,3.255408,2.032029,2.032029,4.57222,4.447897,-1.987885,-1.987885,-3.035978,-2.181454,-0.453634,Badminton_Smash
0.352804,-1.505334,-2.289684,-2.33925,3.781811,3.781811,3.781811,13.737817,12.638244,12.049158,-16.751783,8.529294,3.178287,1.676179,-14.316913,3.474289,3.105973,2.758974,2.758974,2.758974,2.758974,2.758974,-0.265051,-3.593601,-1.957685,-3.273012,-1.518021,1.639555,0.161805,0.049942,Badminton_Smash
