@relation RacketSports_channel_3

@attribute channel_3_0 numeric
@attribute channel_3_1 numeric
@attribute channel_3_2 numeric
@attribute channel_3_3 numeric
@attribute channel_3_4 numeric
@attribute channel_3_5 numeric
@attribute channel_3_6 numeric
@attribute channel_3_7 numeric
@attribute channel_3_8 numeric
@attribute channel_3_9 numeric
@attribute channel_3_10 numeric
@attribute channel_3_11 numeric
@attribute channel_3_12 numeric
@attribute channel_3_13 numeric
@attribute channel_3_14 numeric
@attribute channel_3_15 numeric
@attribute channel_3_16 numeric
@attribute channel_3_17 numeric
@attribute channel_3_18 numeric
@attribute channel_3_19 numeric
@attribute channel_3_20 numeric
@attribute channel_3_21 numeric
@attribute channel_3_22 numeric
@attribute channel_3_23 numeric
@attribute channel_3_24 numeric
@attribute channel_3_25 numeric
@attribute channel_3_26 numeric
@attribute channel_3_27 numeric
@attribute channel_3_28 numeric
@attribute channel_3_29 numeric
@attribute activity {Badminton_Smash,Badminton_Clear,Squash_ForehandBoast,Squash_BackhandBoast}

@data
0.303624,-1.55541,-1.163894,-0.002663,1.203844,0.47408,-1.725865,-1.635311,-0.809665,1.496815,0.127842,2.615432,1.528776,-34.86355,4.610298,1.973559,-2.828502,1.598024,1.195854,0.623229,-1.526112,-0.921527,-0.346238,-0.905547,-0.905547,0.348902,0.348902,0.348902,0.348902,0.348902,Badminton_Smash
-0.420813,0.897557,1.539429,1.539429,2.306481,1.265102,0.125179,-1.435558,-1.699232,0.364882,0.061258,-3.795306,-6.607827,-6.437371,-10.648164,-5.060408,-4.935229,1.363647,2.247886,2.247886,2.247886,2.247886,2.247886,2.247886,1.419578,0.67117,-0.649863,-1.198518,-0.921527,-2.23457,Badminton_Smash
-0.03196,-0.071911,0.743081,0.743081,0.743081,-0.103872,-0.585942,-2.591461,-2.040144,-0.034624,1.305053,1.249122,0.085228,1.725865,2.109391,2.293164,-3.582236,-7.460106,-10.480371,19.22156,-5.696954,-2.591461,-2.338441,2.314471,1.560736,2.018837,0.905547,0.274327,0.250357,0.777705,Badminton_Smash
0.335585,-0.657853,-0.324931,0.175783,-0.215733,-0.215733,0.181109,-0.082565,-0.175783,-0.135832,-0.487397,0.372872,0.372872,-1.392944,-34.13911,-34.13911,-2.729957,3.827267,-0.319605,-0.165129,0.607249,-0.998765,-2.080094,-1.640638,-0.764388,-0.247694,-0.175783,0.079901,0.343575,0.343575,Badminton_Smash
-0.013317,1.592697,1.438221,-0.799012,-2.231906,0.375536,-2.314471,-4.431852,0.777705,9.05813,-6.171034,-8.040722,-1.712549,0.029297,2.25055,2.596788,2.596788,0.079901,0.41815,1.707222,1.707222,-0.173119,-1.038715,-2.2905,-2.117381,-2.117381,-3.64882,0.117188,0.567298,2.482263,Badminton_Smash
-0.716447,-1.086656,-1.086656,1.827074,-6.234955,-6.234955,-1.107963,34.868874,-9.106071,-1.294399,-0.378199,-0.378199,1.392944,1.392944,0.724437,1.539429,1.406261,0.364882,-1.768479,-2.663373,-2.24256,0.324931,2.010846,1.065349,1.893658,-1.102636,-2.04547,-2.002856,-1.550083,-0.751071,Badminton_Smash
0.010653,-0.314278,-0.314278,-0.276991,0.127842,-0.724437,-0.913537,0.226387,-0.735091,-0.585942,0.03196,0.138495,1.867024,1.821747,1.992203,-2.314471,-5.348052,-1.677925,-4.73015,0.868259,-3.289265,-1.80044,-1.80044,-1.619331,-0.109198,-1.305053,1.395607,2.098738,2.098738,0.860269,Badminton_Smash
-0.769715,-0.226387,-0.226387,1.006755,-0.183773,0.218397,-0.447447,-3.939128,1.076003,-0.269001,-4.647585,-6.653105,34.570576,-5.928667,-7.065928,-2.298491,-0.284981,1.560736,0.972131,-1.598024,-0.351565,1.451538,2.532867,2.676689,-0.961478,-0.961478,-0.961478,-0.961478,-0.961478,-0.668507,Badminton_Smash
0.407496,-0.631219,-2.144015,-2.144015,-0.402169,-0.807002,-0.351565,-0.484734,-2.306481,-0.295634,0.713784,2.130698,2.49558,-1.507469,-7.838306,-6.125757,4.045663,-10.576252,3.40379,-3.19072,1.875014,1.459528,1.459528,1.254448,2.26653,3.542285,3.542285,1.749836,1.094646,1.755163,Badminton_Smash
-0.506041,-0.138495,-1.709885,-0.950824,2.314471,2.314471,2.314471,-2.996294,34.719723,-11.375264,-8.924961,-1.046705,-1.107963,3.35585,1.59536,-1.166557,-1.765816,0.66318,0.66318,0.66318,0.66318,0.66318,0.522021,0.862933,1.576717,-0.577952,-2.924383,-3.579573,-0.351565,1.454202,Badminton_Smash
